Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
315 18th Av,Car Fire,10/17/2012 12:43:00 AM +0000,47.604457,-122.308953,"(47.604457, -122.308953)",F120098801
22nd Av Sw / Delridge Way Sw,Car Fire,10/17/2012 02:24:00 AM +0000,47.543682,-122.361199,"(47.543682, -122.361199)",F120098832
Ne Ravenna Blvd / 15th Av Ne,Car Fire,10/19/2012 03:29:00 AM +0000,47.670721,-122.311896,"(47.670721, -122.311896)",F120099542
Dexter Av N / Harrison St,Car Fire,10/21/2012 11:15:00 PM +0000,47.622056,-122.342372,"(47.622056, -122.342372)",F120100450
5220 15th Av Nw,Car Fire,10/24/2012 12:42:00 AM +0000,47.666574,-122.376218,"(47.666574, -122.376218)",F120101111
Sb I5 At Mercer,Car Fire Freeway,10/25/2012 04:15:00 PM +0000,47.622727,-122.328659,"(47.622727, -122.328659)",F120101742
Lake City Way Ne / Ne 140th St,Car Fire,10/26/2012 02:21:00 AM +0000,47.730114,-122.292311,"(47.730114, -122.292311)",F120101927
4731 38th Av Sw,Car Fire,10/26/2012 05:57:00 PM +0000,47.560522,-122.379998,"(47.560522, -122.379998)",F120102099
Ne 130th St / Roosevelt Way Ne,Car Fire,10/27/2012 05:25:00 AM +0000,47.722857,-122.323083,"(47.722857, -122.323083)",F120102294
4TH AV S / S ROYAL BROUGHAM WAY,Car Fire,10/27/2012 08:57:00 PM +0000,47.592394,-122.329049,"(47.592394, -122.329049)",F120102518
4th Av S / S Royal Brougham Way,Car Fire Freeway,10/27/2012 08:56:00 PM +0000,47.592394,-122.329049,"(47.592394, -122.329049)",F120102520
1011 Pike St,Car Fire,10/28/2012 06:06:00 AM +0000,47.613053,-122.3299,"(47.613053, -122.3299)",F120102659
Boylston Av / E Pine St,Car Fire,10/28/2012 10:51:00 AM +0000,47.615231,-122.323415,"(47.615231, -122.323415)",F120102743
2711 Rainier Av S,Car Fire,10/31/2012 12:49:00 AM +0000,47.579122,-122.29874,"(47.579122, -122.29874)",F120103578
4455 Stone Way N,Car Fire,10/31/2012 05:18:00 PM +0000,47.660647,-122.342182,"(47.660647, -122.342182)",F120103786
4400 Stone Way N,Car Fire,10/31/2012 05:28:00 PM +0000,47.65996,-122.342217,"(47.65996, -122.342217)",F120103802
8th Av / Yesler Way,Car Fire,10/31/2012 11:48:00 PM +0000,47.601703,-122.322447,"(47.601703, -122.322447)",F120103935
ELLIOTT AV W / W DENNY WAY,Car Fire,11/02/2012 08:53:00 PM +0000,47.618618,-122.358478,"(47.618618, -122.358478)",F120104575
Nb I5 To Northgate,Car Fire Freeway,11/07/2012 06:34:00 PM +0000,47.703742,-122.329381,"(47.703742, -122.329381)",F120106082
9th Av / James St,Car Fire,11/07/2012 09:01:00 PM +0000,47.605555,-122.324749,"(47.605555, -122.324749)",F120106205
401 Ne Northlake Way,Car Fire,11/08/2012 07:53:00 AM +0000,47.653815,-122.324577,"(47.653815, -122.324577)",F120106362
101 23rd Av S,Car Fire,11/08/2012 09:36:00 PM +0000,47.601666,-122.302338,"(47.601666, -122.302338)",F120106515
Marion St / 2nd Av,Car Fire,11/08/2012 09:38:00 PM +0000,47.604446,-122.334477,"(47.604446, -122.334477)",F120106520
5th Av N / Mercer St,Car Fire,11/09/2012 04:28:00 PM +0000,47.624561,-122.347571,"(47.624561, -122.347571)",F120106750
64th Av S / S Bangor St,Car Fire,11/10/2012 01:24:00 AM +0000,47.506404,-122.253575,"(47.506404, -122.253575)",F120106885
401 Ne Northlake Way,Car Fire,11/11/2012 04:14:00 AM +0000,47.653815,-122.324577,"(47.653815, -122.324577)",F120107242
Ne Northlake Way / 4th Av Ne,Car Fire,11/12/2012 01:06:00 AM +0000,47.653813,-122.324588,"(47.653813, -122.324588)",F120107501
Seward Park Av S / S Brighton St,Car Fire,11/17/2012 03:46:00 AM +0000,47.541577,-122.265055,"(47.541577, -122.265055)",F120109290
100 6th Av S,Car Fire,11/17/2012 02:16:00 AM +0000,47.60171,-122.326351,"(47.60171, -122.326351)",F120109258
1500 Alaskan Way,Car Fire,11/17/2012 10:46:00 AM +0000,47.607751,-122.342496,"(47.607751, -122.342496)",F120109385
3rd Av / Pike St,Car Fire,11/17/2012 05:57:00 AM +0000,47.60975,-122.337793,"(47.60975, -122.337793)",F120109321
506 S Cloverdale St,Car Fire,11/17/2012 07:04:00 PM +0000,47.526481,-122.32812,"(47.526481, -122.32812)",F120109473
M L King Jr Way S / S Morgan St,Car Fire,11/18/2012 01:50:00 AM +0000,47.543904,-122.284426,"(47.543904, -122.284426)",F120109580
Sb Sr99 At Safeco,Car Fire Freeway,11/21/2012 05:07:00 AM +0000,47.594761,-122.334577,"(47.594761, -122.334577)",F120110645
Wb I90 At West Highrise,Car Fire Freeway,11/22/2012 05:46:00 AM +0000,47.590386,-122.288566,"(47.590386, -122.288566)",F120110963
2436 Lake Washington Blvd E,Car Fire,11/22/2012 08:34:00 AM +0000,47.640782,-122.297456,"(47.640782, -122.297456)",F120110992
Wb Sr520 At Portage,Car Fire Freeway,11/24/2012 06:44:00 AM +0000,47.642978,-122.316288,"(47.642978, -122.316288)",F120111524
Nb Sr99 At Spokane,Car Fire Freeway,11/25/2012 04:05:00 AM +0000,47.566345,-122.339436,"(47.566345, -122.339436)",F120111762
3621 33rd Av S,Car Fire,11/26/2012 09:36:00 PM +0000,47.571408,-122.291001,"(47.571408, -122.291001)",F120112250
3621 33rd Av S,Car Fire,11/26/2012 09:36:00 PM +0000,47.571408,-122.291001,"(47.571408, -122.291001)",F120112250
Nw 70th St / 14th Av Nw,Car Fire,11/27/2012 05:44:00 AM +0000,47.679538,-122.37409,"(47.679538, -122.37409)",F120112375
1st Av S / S Lander St,Car Fire,11/27/2012 05:43:00 PM +0000,47.579811,-122.334201,"(47.579811, -122.334201)",F120112474
James St / Boren Av,Car Fire,11/28/2012 11:43:00 PM +0000,47.606483,-122.32253,"(47.606483, -122.32253)",F120112862
14th Av / E Jefferson St,Car Fire,11/29/2012 02:10:00 AM +0000,47.606192,-122.314165,"(47.606192, -122.314165)",F120112910
8902 14th Av S,Car Fire,12/01/2012 12:45:00 AM +0000,47.523875,-122.314953,"(47.523875, -122.314953)",F120113567
Sb Sr99 At Battery St Tunnel,Car Fire,12/01/2012 08:08:00 AM +0000,47.618721,-122.343734,"(47.618721, -122.343734)",F120113696
Terry Av N / Thomas St,Car Fire,12/01/2012 10:46:00 PM +0000,47.620869,-122.337161,"(47.620869, -122.337161)",F120113871
Sb I5 To Boeing Access Rd,Car Fire Freeway,12/01/2012 09:24:00 PM +0000,47.509965,-122.283363,"(47.509965, -122.283363)",F120113844
13th Av Sw / Sw Holden St,Car Fire,12/05/2012 03:03:00 AM +0000,47.534265,-122.351676,"(47.534265, -122.351676)",F120114967
10358 Riviera Pl Ne,Car Fire,12/05/2012 03:48:00 PM +0000,47.704775,-122.274948,"(47.704775, -122.274948)",F120115111
Ne 115th St / 5th Av Ne,Car Fire,12/09/2012 07:42:00 PM +0000,47.712232,-122.323381,"(47.712232, -122.323381)",F120116699
Nb I5 At Convention Center,Car Fire Freeway,12/10/2012 10:37:00 PM +0000,47.60875,-122.330754,"(47.60875, -122.330754)",F120117125
6610 62nd Av Ne,Car Fire,12/11/2012 06:30:00 PM +0000,47.67651,-122.261462,"(47.67651, -122.261462)",F120117413
9038 Greenwood Av N,Car Fire,12/11/2012 06:52:00 PM +0000,47.694555,-122.355343,"(47.694555, -122.355343)",F120117418
847 S Rose St,Car Fire,12/11/2012 10:45:00 PM +0000,47.529013,-122.322248,"(47.529013, -122.322248)",F120117503
1425 E Yesler Way,Car Fire,12/14/2012 03:44:00 AM +0000,47.601688,-122.313834,"(47.601688, -122.313834)",F120118311
M L King Jr Way S / S Webster St,Car Fire,12/16/2012 01:09:00 AM +0000,47.535405,-122.280846,"(47.535405, -122.280846)",F120118940
Nb I5 At Mid Boeing Field,Car Fire Freeway,12/16/2012 05:14:00 AM +0000,47.542027,-122.303649,"(47.542027, -122.303649)",F120119006
Sb I5 At 145,Car Fire Freeway,12/16/2012 05:37:00 AM +0000,47.734066,-122.325108,"(47.734066, -122.325108)",B120119014
701 N 36th St,Car Fire,12/17/2012 03:26:00 AM +0000,47.651347,-122.34992,"(47.651347, -122.34992)",F120119320
2001 E Union St,Car Fire,12/17/2012 09:01:00 PM +0000,47.61291,-122.306233,"(47.61291, -122.306233)",F120119588
Midvale Av N / N 45th St,Car Fire,12/18/2012 10:55:00 PM +0000,47.661385,-122.343778,"(47.661385, -122.343778)",F120119940
Sb I5 At Mid Boeing Field,Car Fire Freeway,12/20/2012 08:58:00 PM +0000,47.545461,-122.308073,"(47.545461, -122.308073)",F120120660
Renton Av S / S Webster St,Car Fire,12/20/2012 05:43:00 PM +0000,47.535211,-122.280325,"(47.535211, -122.280325)",F120120610
11518 Lake City Way Ne,Car Fire,12/21/2012 05:51:00 PM +0000,47.71241,-122.299296,"(47.71241, -122.299296)",F120120932
Fairview Av N / Denny Way,Car Fire,12/22/2012 12:35:00 AM +0000,47.618517,-122.334255,"(47.618517, -122.334255)",F120121057
Ne 145th St / 5th Av Ne,Car Fire,12/22/2012 11:53:00 PM +0000,47.734053,-122.323484,"(47.734053, -122.323484)",F120121332
Nickerson St / Florentia St,Car Fire,12/24/2012 03:47:00 AM +0000,47.646885,-122.351353,"(47.646885, -122.351353)",F120121774
20th Av E / E Lynn St,Car Fire,12/25/2012 05:14:00 AM +0000,47.639543,-122.305532,"(47.639543, -122.305532)",F120122184
Aurora Av N / N 39th St,Car Fire Freeway,12/26/2012 10:14:00 PM +0000,47.654115,-122.347232,"(47.654115, -122.347232)",F120122643
14TH AV S / S COLUMBIAN WAY,Car Fire,12/26/2012 09:31:00 PM +0000,47.572145,-122.314795,"(47.572145, -122.314795)",F120122632
8532 15th Av Nw,Car Fire,12/27/2012 05:48:00 PM +0000,47.690894,-122.376806,"(47.690894, -122.376806)",F120122856
Ne 63rd St / 9th Av Ne,Car Fire,12/27/2012 04:13:00 PM +0000,47.674163,-122.318705,"(47.674163, -122.318705)",F120122843
13401 Meridian Av N,Car Fire,12/27/2012 08:34:00 PM +0000,47.725775,-122.334193,"(47.725775, -122.334193)",F120122912
11100 Roosevelt Way Ne,Car Fire,12/28/2012 01:41:00 AM +0000,47.709352,-122.317864,"(47.709352, -122.317864)",F120122985
6th Av / James St,Car Fire,12/28/2012 09:24:00 PM +0000,47.604161,-122.328079,"(47.604161, -122.328079)",F120123192
8334 Island Dr S,Car Fire,12/29/2012 12:52:00 AM +0000,47.529012,-122.262355,"(47.529012, -122.262355)",F120123255
1500 Harvard Av,Car Fire,12/29/2012 12:14:00 PM +0000,47.614066,-122.322111,"(47.614066, -122.322111)",F120123404
Nb I5 At Cherry,Car Fire Freeway,12/30/2012 07:31:00 PM +0000,47.602936,-122.326094,"(47.602936, -122.326094)",F120123760
3600 23rd Av Sw,Car Fire,12/30/2012 10:21:00 PM +0000,47.570752,-122.362228,"(47.570752, -122.362228)",F120123806
600 Nw 80th St,Car Fire,01/03/2013 08:29:00 PM +0000,47.686938,-122.363326,"(47.686938, -122.363326)",F130000874
Nb I5 At 95,Car Fire Freeway,01/01/2013 08:06:00 PM +0000,47.692522,-122.329016,"(47.692522, -122.329016)",F130000196
Eb Sr520 At Mid Span,Car Fire Freeway,01/02/2013 07:18:00 PM +0000,47.640356,-122.259147,"(47.640356, -122.259147)",F130000509
Greenwood Av N / N 105th St,Car Fire,01/05/2013 09:17:00 PM +0000,47.705084,-122.355453,"(47.705084, -122.355453)",F130001499
54 S DAWSON ST,Car Fire,01/06/2013 01:17:00 AM +0000,47.555672,-122.336682,"(47.555672, -122.336682)",F130001555
Wb I90 At I5,Car Fire Freeway,01/08/2013 12:32:00 AM +0000,47.594576,-122.317924,"(47.594576, -122.317924)",F130002205
3001 S Myrtle St,Car Fire,01/09/2013 02:03:00 AM +0000,47.538902,-122.293225,"(47.538902, -122.293225)",F130002608
Rainier Av S / S Holgate St,Car Fire,01/10/2013 03:14:00 AM +0000,47.58633,-122.304239,"(47.58633, -122.304239)",F130002987
Sb I5 At Tullys,Car Fire Freeway,01/10/2013 05:00:00 PM +0000,47.579547,-122.319262,"(47.579547, -122.319262)",F130003115
Sb I5 Exp Fr 103,Car Fire Freeway,01/11/2013 02:58:00 PM +0000,47.69816,-122.329672,"(47.69816, -122.329672)",F130003911
1st Av Ne / N 85th St,Car Fire,01/11/2013 03:08:00 PM +0000,47.69044,-122.328388,"(47.69044, -122.328388)",F130003918
NB I5 AT 85,Car Fire Freeway,01/11/2013 03:07:00 PM +0000,47.685562,-122.324337,"(47.685562, -122.324337)",F130003917
800 Convention Pl,Car Fire,01/14/2013 07:28:00 AM +0000,47.61145,-122.331546,"(47.61145, -122.331546)",F130004933
Ne 77th St / 35th Av Ne,Car Fire,01/16/2013 12:08:00 AM +0000,47.684858,-122.290538,"(47.684858, -122.290538)",F130005463
N 46th St / Densmore Av N,Car Fire,01/16/2013 02:26:00 AM +0000,47.662127,-122.337684,"(47.662127, -122.337684)",F130005508
SB SR99 AT LANDER,Car Fire Freeway,01/16/2013 08:11:00 PM +0000,47.579811,-122.339421,"(47.579811, -122.339421)",F130005711
5th Av / Pine St,Car Fire,01/17/2013 08:50:00 PM +0000,47.611672,-122.336484,"(47.611672, -122.336484)",F130006049
M L King Jr Way S / S Willow St,Car Fire,01/18/2013 07:06:00 PM +0000,47.540684,-122.283048,"(47.540684, -122.283048)",F130006360
Sb I5 At Tullys,Car Fire Freeway,01/19/2013 12:40:00 AM +0000,47.579547,-122.319262,"(47.579547, -122.319262)",F130006450
23rd Av S / S Charles St,Car Fire,01/19/2013 11:10:00 PM +0000,47.594584,-122.302218,"(47.594584, -122.302218)",F130006730
6th Av / Spring St,Car Fire,01/20/2013 07:46:00 AM +0000,47.60773,-122.331343,"(47.60773, -122.331343)",F130006871
3630 Palatine Av N,Car Fire,01/20/2013 11:13:00 PM +0000,47.652862,-122.356596,"(47.652862, -122.356596)",F130007045
16th Av Sw / Sw Graham St,Car Fire,01/22/2013 05:58:00 AM +0000,47.546599,-122.35485,"(47.546599, -122.35485)",F130007487
8425 California Av Sw,Car Fire,01/22/2013 10:25:00 AM +0000,47.528151,-122.387397,"(47.528151, -122.387397)",F130007539
Phinney Av N / N 87th St,Car Fire,01/23/2013 07:09:00 AM +0000,47.692414,-122.35395,"(47.692414, -122.35395)",F130007827
347 29th Av E,Car Fire,01/24/2013 08:28:00 PM +0000,47.621887,-122.29481,"(47.621887, -122.29481)",F130008302
347 29th Av,Car Fire,01/24/2013 08:32:00 PM +0000,47.604655,-122.294923,"(47.604655, -122.294923)",F130008304
2150 N 122nd St,Car Fire,01/26/2013 03:11:00 AM +0000,47.717118,-122.333331,"(47.717118, -122.333331)",F130008745
303 N 44th St,Car Fire,01/31/2013 04:15:00 AM +0000,47.660224,-122.355412,"(47.660224, -122.355412)",F130010336
9th Av Sw / Sw Trenton St,Car Fire,01/31/2013 02:16:00 PM +0000,47.524644,-122.346736,"(47.524644, -122.346736)",F130010431
E Denny Way / Harvard Av,Car Fire,02/03/2013 08:48:00 AM +0000,47.618733,-122.322187,"(47.618733, -122.322187)",F130011369
E Pike St / 13th Av,Car Fire,02/03/2013 06:33:00 AM +0000,47.614113,-122.31553,"(47.614113, -122.31553)",F130011334
4518 41st Av Sw,Car Fire,02/04/2013 04:27:00 AM +0000,47.562712,-122.384135,"(47.562712, -122.384135)",F130011619
Federal Av E / E Miller St,Car Fire,02/08/2013 12:08:00 AM +0000,47.641355,-122.319005,"(47.641355, -122.319005)",F130013076
9015 9th Av Sw,Car Fire,02/08/2013 05:37:00 AM +0000,47.522671,-122.346726,"(47.522671, -122.346726)",F130013184
Sb I5 Fr Lake City,Car Fire,02/08/2013 06:57:00 AM +0000,47.68211,-122.319801,"(47.68211, -122.319801)",F130013207
Sb Sr509 At Cloverdale,Car Fire,02/08/2013 05:29:00 AM +0000,47.524046,-122.333397,"(47.524046, -122.333397)",F130013174
46th Av S / S Othello St,Car Fire,02/09/2013 07:47:00 AM +0000,47.537063,-122.27534,"(47.537063, -122.27534)",F130013565
5217 California Av Sw,Car Fire,02/12/2013 04:55:00 AM +0000,47.556333,-122.386917,"(47.556333, -122.386917)",F130014532
7621 Rockery Dr S,Car Fire,02/12/2013 11:39:00 PM +0000,47.533465,-122.28233,"(47.533465, -122.28233)",F130014749
Boren Av / Denny Way,Car Fire,02/14/2013 02:31:00 AM +0000,47.618522,-122.335321,"(47.618522, -122.335321)",F130015132
E Madison St / Mcgilvra Blvd E,Car Fire,02/15/2013 11:43:00 PM +0000,47.633728,-122.281063,"(47.633728, -122.281063)",F130015757
23rd Av S / S Jackson St,Car Fire,02/16/2013 05:06:00 AM +0000,47.599281,-122.302233,"(47.599281, -122.302233)",F130015866
M L King Jr Way S / S Cloverdale St,Car Fire,02/17/2013 11:59:00 AM +0000,47.526114,-122.279265,"(47.526114, -122.279265)",F130016278
3rd Av / Pine St,Car Fire,02/18/2013 03:48:00 AM +0000,47.610743,-122.338702,"(47.610743, -122.338702)",F130016567
11th Av / E Spruce St,Car Fire,02/19/2013 03:16:00 PM +0000,47.603517,-122.318103,"(47.603517, -122.318103)",F130017068
35th Av Ne / Ne 120th St,Car Fire,02/21/2013 07:52:00 PM +0000,47.715506,-122.291503,"(47.715506, -122.291503)",F130017761
1900 S Holgate St,Car Fire,02/23/2013 12:01:00 PM +0000,47.586343,-122.308144,"(47.586343, -122.308144)",F130018340
1803 13th Av S,Car Fire,02/23/2013 12:01:00 PM +0000,47.586839,-122.315984,"(47.586839, -122.315984)",F130018341
Greenwood Av N / Holman Rd N,Car Fire,02/23/2013 08:50:00 PM +0000,47.705084,-122.355453,"(47.705084, -122.355453)",F130018434
Nw Market St / Barnes Av Nw,Car Fire,02/24/2013 09:39:00 PM +0000,47.668673,-122.380353,"(47.668673, -122.380353)",F130018822
Sb I5 At Mid Boeing Field,Car Fire Freeway,02/26/2013 06:48:00 PM +0000,47.545461,-122.308073,"(47.545461, -122.308073)",F130019436
